Timestamp,Sensor_Voltage_V,PPM,mg_L
2026-07-29 21:58:25,0.588,9.1,0.017
2026-07-29 21:58:25,0.591,9.1,0.017
2026-07-29 21:58:25,0.591,9.1,0.017
2026-07-29 21:58:25,0.592,9.2,0.017
2026-07-29 21:58:26,0.590,9.1,0.017
2026-07-29 21:58:26,0.596,9.3,0.018
2026-07-29 21:58:26,0.617,9.9,0.019
2026-07-29 21:58:26,0.600,9.4,0.018
2026-07-29 21:58:26,0.601,9.4,0.018
2026-07-29 21:58:27,0.606,9.6,0.018
2026-07-29 21:58:27,0.604,9.5,0.018
2026-07-29 21:58:27,0.608,9.6,0.018
2026-07-29 21:58:27,0.613,9.8,0.018
2026-07-29 21:58:27,0.613,9.8,0.018
2026-07-29 21:58:28,0.614,9.8,0.018
2026-07-29 21:58:28,0.614,9.8,0.018
2026-07-29 21:58:28,0.637,10.5,0.020
2026-07-29 21:58:28,0.600,9.4,0.018
2026-07-29 21:58:28,0.637,10.5,0.020
2026-07-29 21:58:29,0.618,9.9,0.019
2026-07-29 21:58:29,0.618,9.9,0.019
2026-07-29 21:58:29,0.601,9.4,0.018
2026-07-29 21:58:29,0.621,10.0,0.019
2026-07-29 21:58:29,0.624,10.1,0.019
2026-07-29 21:58:30,0.624,10.1,0.019
2026-07-29 21:58:30,0.624,10.1,0.019
2026-07-29 21:58:30,0.627,10.2,0.019
2026-07-29 21:58:30,0.623,10.1,0.019
2026-07-29 21:58:30,0.624,10.1,0.019
2026-07-29 21:58:31,0.623,10.1,0.019
2026-07-29 21:58:31,0.624,10.1,0.019
2026-07-29 21:58:31,0.623,10.1,0.019
2026-07-29 21:58:31,0.601,9.4,0.018
2026-07-29 21:58:31,0.619,10.0,0.019
2026-07-29 21:58:32,0.622,10.0,0.019
2026-07-29 21:58:32,0.639,10.5,0.020
2026-07-29 21:58:32,0.619,10.0,0.019
2026-07-29 21:58:32,0.617,9.9,0.019
2026-07-29 21:58:32,0.618,9.9,0.019
2026-07-29 21:58:33,0.617,9.9,0.019
2026-07-29 21:58:33,0.600,9.4,0.018
2026-07-29 21:58:33,0.617,9.9,0.019
2026-07-29 21:58:33,0.618,9.9,0.019
2026-07-29 21:58:33,0.640,10.6,0.020
2026-07-29 21:58:34,0.618,9.9,0.019
2026-07-29 21:58:34,0.614,9.8,0.018
2026-07-29 21:58:34,0.613,9.8,0.018
2026-07-29 21:58:34,0.610,9.7,0.018
2026-07-29 21:58:34,0.611,9.7,0.018
2026-07-29 21:58:35,0.609,9.7,0.018
2026-07-29 21:58:35,0.606,9.6,0.018
2026-07-29 21:58:35,0.606,9.6,0.018
2026-07-29 21:58:35,0.604,9.5,0.018
2026-07-29 21:58:35,0.602,9.5,0.018
2026-07-29 21:58:36,0.604,9.5,0.018
2026-07-29 21:58:36,0.601,9.4,0.018
2026-07-29 21:58:36,0.601,9.4,0.018
2026-07-29 21:58:36,0.602,9.5,0.018
2026-07-29 21:58:36,0.604,9.5,0.018
2026-07-29 21:58:37,0.602,9.5,0.018
2026-07-29 21:58:37,0.613,9.8,0.018
2026-07-29 21:58:37,0.614,9.8,0.018
2026-07-29 21:58:37,0.618,9.9,0.019
2026-07-29 21:58:37,0.622,10.0,0.019
2026-07-29 21:58:38,0.623,10.1,0.019
2026-07-29 21:58:38,0.622,10.0,0.019
2026-07-29 21:58:38,0.624,10.1,0.019
2026-07-29 21:58:38,0.624,10.1,0.019
2026-07-29 21:58:38,0.624,10.1,0.019
2026-07-29 21:58:39,0.621,10.0,0.019
2026-07-29 21:58:39,0.621,10.0,0.019
2026-07-29 21:58:39,0.622,10.0,0.019
2026-07-29 21:58:39,0.621,10.0,0.019
2026-07-29 21:58:39,0.621,10.0,0.019
2026-07-29 21:58:40,0.621,10.0,0.019
2026-07-29 21:58:40,0.623,10.1,0.019
2026-07-29 21:58:40,0.623,10.1,0.019
2026-07-29 21:58:40,0.624,10.1,0.019
2026-07-29 21:58:40,0.626,10.2,0.019
2026-07-29 21:58:41,0.627,10.2,0.019
2026-07-29 21:58:41,0.628,10.2,0.019
2026-07-29 21:58:41,0.626,10.2,0.019
2026-07-29 21:58:41,0.623,10.1,0.019
2026-07-29 21:58:41,0.623,10.1,0.019
2026-07-29 21:58:42,0.623,10.1,0.019
2026-07-29 21:58:42,0.622,10.0,0.019
2026-07-29 21:58:42,0.624,10.1,0.019
2026-07-29 21:58:42,0.623,10.1,0.019
2026-07-29 21:58:42,0.623,10.1,0.019
2026-07-29 21:58:43,0.624,10.1,0.019
2026-07-29 21:58:43,0.623,10.1,0.019
2026-07-29 21:58:43,0.621,10.0,0.019
2026-07-29 21:58:43,0.624,10.1,0.019
2026-07-29 21:58:43,0.624,10.1,0.019
2026-07-29 21:58:44,0.626,10.2,0.019
2026-07-29 21:58:44,0.626,10.2,0.019
2026-07-29 21:58:44,0.624,10.1,0.019
2026-07-29 21:58:44,0.628,10.2,0.019
2026-07-29 21:58:44,0.624,10.1,0.019
2026-07-29 21:58:45,0.630,10.3,0.019
2026-07-29 21:58:45,0.626,10.2,0.019
2026-07-29 21:58:45,0.626,10.2,0.019
2026-07-29 21:58:45,0.627,10.2,0.019
2026-07-29 21:58:45,0.627,10.2,0.019
2026-07-29 21:58:46,0.627,10.2,0.019
2026-07-29 21:58:46,0.626,10.2,0.019
2026-07-29 21:58:46,0.628,10.2,0.019
2026-07-29 21:58:46,0.626,10.2,0.019
2026-07-29 21:58:46,0.627,10.2,0.019
2026-07-29 21:58:47,0.623,10.1,0.019
2026-07-29 21:58:47,0.624,10.1,0.019
2026-07-29 21:58:47,0.624,10.1,0.019
2026-07-29 21:58:47,0.622,10.0,0.019
2026-07-29 21:58:47,0.622,10.0,0.019
2026-07-29 21:58:48,0.619,10.0,0.019
2026-07-29 21:58:48,0.601,9.4,0.018
2026-07-29 21:58:48,0.619,10.0,0.019
2026-07-29 21:58:48,0.601,9.4,0.018
2026-07-29 21:58:48,0.619,10.0,0.019
2026-07-29 21:58:49,0.600,9.4,0.018
2026-07-29 21:58:49,0.618,9.9,0.019
2026-07-29 21:58:49,0.618,9.9,0.019
2026-07-29 21:58:49,0.617,9.9,0.019
2026-07-29 21:58:49,0.615,9.8,0.019
2026-07-29 21:58:50,0.614,9.8,0.018
2026-07-29 21:58:50,0.611,9.7,0.018
2026-07-29 21:58:50,0.611,9.7,0.018
2026-07-29 21:58:50,0.615,9.8,0.019
2026-07-29 21:58:50,0.613,9.8,0.018
2026-07-29 21:58:51,0.613,9.8,0.018
2026-07-29 21:58:51,0.611,9.7,0.018
2026-07-29 21:58:51,0.611,9.7,0.018
2026-07-29 21:58:51,0.614,9.8,0.018
2026-07-29 21:58:51,0.611,9.7,0.018
2026-07-29 21:58:52,0.611,9.7,0.018
2026-07-29 21:58:52,0.609,9.7,0.018
2026-07-29 21:58:52,0.609,9.7,0.018
2026-07-29 21:58:52,0.608,9.6,0.018
2026-07-29 21:58:52,0.608,9.6,0.018
2026-07-29 21:58:53,0.609,9.7,0.018
2026-07-29 21:58:53,0.611,9.7,0.018
2026-07-29 21:58:53,0.606,9.6,0.018
2026-07-29 21:58:53,0.605,9.5,0.018
2026-07-29 21:58:53,0.608,9.6,0.018
2026-07-29 21:58:54,0.606,9.6,0.018
2026-07-29 21:58:54,0.608,9.6,0.018
2026-07-29 21:58:54,0.605,9.5,0.018
2026-07-29 21:58:54,0.605,9.5,0.018
2026-07-29 21:58:54,0.604,9.5,0.018
2026-07-29 21:58:55,0.601,9.4,0.018
2026-07-29 21:58:55,0.601,9.4,0.018
2026-07-29 21:58:55,0.601,9.4,0.018
2026-07-29 21:58:55,0.599,9.4,0.018
2026-07-29 21:58:55,0.597,9.3,0.018
2026-07-29 21:58:56,0.595,9.3,0.017
2026-07-29 21:58:56,0.597,9.3,0.018
2026-07-29 21:58:56,0.595,9.3,0.017
2026-07-29 21:58:56,0.596,9.3,0.018
2026-07-29 21:58:56,0.595,9.3,0.017
2026-07-29 21:58:57,0.595,9.3,0.017
2026-07-29 21:58:57,0.591,9.1,0.017
2026-07-29 21:58:57,0.595,9.3,0.017
2026-07-29 21:58:57,0.595,9.3,0.017
2026-07-29 21:58:57,0.591,9.1,0.017
2026-07-29 21:58:58,0.591,9.1,0.017
2026-07-29 21:58:58,0.592,9.2,0.017
2026-07-29 21:58:58,0.591,9.1,0.017
2026-07-29 21:58:58,0.592,9.2,0.017
2026-07-29 21:58:58,0.592,9.2,0.017
2026-07-29 21:58:59,0.593,9.2,0.017
2026-07-29 21:58:59,0.592,9.2,0.017
2026-07-29 21:58:59,0.590,9.1,0.017
2026-07-29 21:58:59,0.591,9.1,0.017
2026-07-29 21:58:59,0.590,9.1,0.017
2026-07-29 21:59:00,0.591,9.1,0.017
2026-07-29 21:59:00,0.588,9.1,0.017
2026-07-29 21:59:00,0.590,9.1,0.017
2026-07-29 21:59:00,0.590,9.1,0.017
2026-07-29 21:59:00,0.590,9.1,0.017
2026-07-29 21:59:01,0.590,9.1,0.017
2026-07-29 21:59:01,0.586,9.0,0.017
2026-07-29 21:59:01,0.590,9.1,0.017
2026-07-29 21:59:01,0.588,9.1,0.017
2026-07-29 21:59:01,0.588,9.1,0.017
2026-07-29 21:59:02,0.588,9.1,0.017
2026-07-29 21:59:02,0.590,9.1,0.017
2026-07-29 21:59:02,0.588,9.1,0.017
2026-07-29 21:59:02,0.591,9.1,0.017
2026-07-29 21:59:02,0.587,9.0,0.017
2026-07-29 21:59:03,0.587,9.0,0.017
2026-07-29 21:59:03,0.588,9.1,0.017
2026-07-29 21:59:03,0.587,9.0,0.017
2026-07-29 21:59:03,0.584,9.0,0.017
2026-07-29 21:59:03,0.583,8.9,0.017
2026-07-29 21:59:04,0.586,9.0,0.017
2026-07-29 21:59:04,0.588,9.1,0.017
2026-07-29 21:59:04,0.580,8.9,0.017
2026-07-29 21:59:04,0.583,8.9,0.017
2026-07-29 21:59:04,0.584,9.0,0.017
2026-07-29 21:59:05,0.580,8.9,0.017
2026-07-29 21:59:05,0.582,8.9,0.017
2026-07-29 21:59:05,0.580,8.9,0.017
2026-07-29 21:59:05,0.560,8.3,0.016
2026-07-29 21:59:05,0.579,8.8,0.017
2026-07-29 21:59:06,0.578,8.8,0.017
2026-07-29 21:59:06,0.577,8.7,0.016
2026-07-29 21:59:06,0.577,8.7,0.016
2026-07-29 21:59:06,0.574,8.7,0.016
2026-07-29 21:59:06,0.575,8.7,0.016
2026-07-29 21:59:07,0.574,8.7,0.016
2026-07-29 21:59:07,0.577,8.7,0.016
2026-07-29 21:59:07,0.573,8.6,0.016
2026-07-29 21:59:07,0.574,8.7,0.016
2026-07-29 21:59:07,0.571,8.6,0.016
2026-07-29 21:59:08,0.573,8.6,0.016
2026-07-29 21:59:08,0.573,8.6,0.016
2026-07-29 21:59:08,0.571,8.6,0.016
2026-07-29 21:59:08,0.571,8.6,0.016
2026-07-29 21:59:08,0.573,8.6,0.016
2026-07-29 21:59:09,0.570,8.6,0.016
2026-07-29 21:59:09,0.571,8.6,0.016
2026-07-29 21:59:09,0.571,8.6,0.016
2026-07-29 21:59:09,0.568,8.5,0.016
2026-07-29 21:59:09,0.566,8.5,0.016
2026-07-29 21:59:10,0.566,8.5,0.016
2026-07-29 21:59:10,0.570,8.6,0.016
2026-07-29 21:59:10,0.568,8.5,0.016
2026-07-29 21:59:10,0.568,8.5,0.016
2026-07-29 21:59:10,0.573,8.6,0.016
2026-07-29 21:59:11,0.571,8.6,0.016
2026-07-29 21:59:11,0.571,8.6,0.016
2026-07-29 21:59:11,0.569,8.5,0.016
2026-07-29 21:59:11,0.573,8.6,0.016
2026-07-29 21:59:11,0.573,8.6,0.016
2026-07-29 21:59:12,0.569,8.5,0.016
2026-07-29 21:59:12,0.568,8.5,0.016
2026-07-29 21:59:12,0.569,8.5,0.016
2026-07-29 21:59:12,0.570,8.6,0.016
2026-07-29 21:59:12,0.571,8.6,0.016
2026-07-29 21:59:13,0.570,8.6,0.016
2026-07-29 21:59:13,0.573,8.6,0.016
2026-07-29 21:59:13,0.569,8.5,0.016
2026-07-29 21:59:13,0.570,8.6,0.016
2026-07-29 21:59:13,0.570,8.6,0.016
2026-07-29 21:59:14,0.570,8.6,0.016
2026-07-29 21:59:14,0.569,8.5,0.016
2026-07-29 21:59:14,0.571,8.6,0.016
2026-07-29 21:59:14,0.569,8.5,0.016
2026-07-29 21:59:14,0.569,8.5,0.016
2026-07-29 21:59:15,0.569,8.5,0.016
2026-07-29 21:59:15,0.569,8.5,0.016
2026-07-29 21:59:15,0.566,8.5,0.016
2026-07-29 21:59:15,0.568,8.5,0.016
2026-07-29 21:59:15,0.568,8.5,0.016
2026-07-29 21:59:16,0.569,8.5,0.016
2026-07-29 21:59:16,0.569,8.5,0.016
2026-07-29 21:59:16,0.565,8.4,0.016
2026-07-29 21:59:16,0.565,8.4,0.016
2026-07-29 21:59:16,0.566,8.5,0.016
2026-07-29 21:59:17,0.565,8.4,0.016
2026-07-29 21:59:17,0.566,8.5,0.016
2026-07-29 21:59:17,0.566,8.5,0.016
2026-07-29 21:59:17,0.565,8.4,0.016
2026-07-29 21:59:17,0.565,8.4,0.016
2026-07-29 21:59:18,0.564,8.4,0.016
2026-07-29 21:59:18,0.565,8.4,0.016
2026-07-29 21:59:18,0.565,8.4,0.016
2026-07-29 21:59:18,0.562,8.4,0.016
2026-07-29 21:59:18,0.561,8.3,0.016
2026-07-29 21:59:19,0.560,8.3,0.016
2026-07-29 21:59:19,0.560,8.3,0.016
2026-07-29 21:59:19,0.562,8.4,0.016
2026-07-29 21:59:19,0.561,8.3,0.016
2026-07-29 21:59:19,0.562,8.4,0.016
2026-07-29 21:59:20,0.561,8.3,0.016
2026-07-29 21:59:20,0.565,8.4,0.016
2026-07-29 21:59:20,0.566,8.5,0.016
2026-07-29 21:59:20,0.568,8.5,0.016
2026-07-29 21:59:20,0.566,8.5,0.016
2026-07-29 21:59:21,0.568,8.5,0.016
2026-07-29 21:59:21,0.570,8.6,0.016
2026-07-29 21:59:21,0.573,8.6,0.016
2026-07-29 21:59:21,0.571,8.6,0.016
2026-07-29 21:59:21,0.571,8.6,0.016
2026-07-29 21:59:22,0.574,8.7,0.016
2026-07-29 21:59:22,0.575,8.7,0.016
2026-07-29 21:59:22,0.578,8.8,0.017
2026-07-29 21:59:22,0.575,8.7,0.016
2026-07-29 21:59:22,0.577,8.7,0.016
2026-07-29 21:59:23,0.578,8.8,0.017
2026-07-29 21:59:23,0.599,9.4,0.018
2026-07-29 21:59:23,0.577,8.7,0.016
2026-07-29 21:59:23,0.580,8.9,0.017
2026-07-29 21:59:23,0.580,8.9,0.017
2026-07-29 21:59:24,0.560,8.3,0.016
2026-07-29 21:59:24,0.579,8.8,0.017
2026-07-29 21:59:24,0.579,8.8,0.017
2026-07-29 21:59:24,0.577,8.7,0.016
2026-07-29 21:59:24,0.582,8.9,0.017
2026-07-29 21:59:25,0.599,9.4,0.018
2026-07-29 21:59:25,0.582,8.9,0.017
2026-07-29 21:59:25,0.580,8.9,0.017
2026-07-29 21:59:25,0.599,9.4,0.018
2026-07-29 21:59:25,0.578,8.8,0.017
2026-07-29 21:59:26,0.582,8.9,0.017
2026-07-29 21:59:26,0.577,8.7,0.016
2026-07-29 21:59:26,0.599,9.4,0.018
2026-07-29 21:59:26,0.578,8.8,0.017
2026-07-29 21:59:26,0.578,8.8,0.017
2026-07-29 21:59:27,0.579,8.8,0.017
2026-07-29 21:59:27,0.560,8.3,0.016
2026-07-29 21:59:27,0.558,8.3,0.016
2026-07-29 21:59:27,0.578,8.8,0.017
2026-07-29 21:59:27,0.577,8.7,0.016
2026-07-29 21:59:28,0.578,8.8,0.017
2026-07-29 21:59:28,0.578,8.8,0.017
2026-07-29 21:59:28,0.577,8.7,0.016
2026-07-29 21:59:28,0.578,8.8,0.017
2026-07-29 21:59:28,0.560,8.3,0.016
2026-07-29 21:59:29,0.578,8.8,0.017
2026-07-29 21:59:29,0.578,8.8,0.017
2026-07-29 21:59:29,0.597,9.3,0.018
2026-07-29 21:59:29,0.661,11.2,0.021
2026-07-29 21:59:29,0.951,22.6,0.042
2026-07-29 21:59:30,1.516,60.7,0.114
2026-07-29 21:59:30,1.908,106.4,0.201
2026-07-29 21:59:30,2.084,134.7,0.254
2026-07-29 21:59:30,2.158,148.4,0.280
2026-07-29 21:59:30,2.162,149.2,0.281
2026-07-29 21:59:31,2.159,148.7,0.280
2026-07-29 21:59:31,2.150,146.9,0.277
2026-07-29 21:59:31,2.079,133.8,0.252
2026-07-29 21:59:31,2.018,123.4,0.233
2026-07-29 21:59:31,1.959,113.9,0.215
2026-07-29 21:59:32,1.900,105.3,0.198
2026-07-29 21:59:32,1.842,97.2,0.183
2026-07-29 21:59:32,1.784,89.7,0.169
2026-07-29 21:59:32,1.730,83.0,0.156
2026-07-29 21:59:32,1.679,77.3,0.146
2026-07-29 21:59:33,1.630,72.0,0.136
2026-07-29 21:59:33,1.582,67.1,0.126
2026-07-29 21:59:33,1.545,63.4,0.119
2026-07-29 21:59:33,1.510,60.1,0.113
2026-07-29 21:59:33,1.465,56.1,0.106
2026-07-29 21:59:34,1.408,51.3,0.097
2026-07-29 21:59:34,1.391,49.9,0.094
2026-07-29 21:59:34,1.359,47.4,0.089
2026-07-29 21:59:34,1.326,45.0,0.085
2026-07-29 21:59:34,1.297,42.8,0.081
2026-07-29 21:59:35,1.276,41.3,0.078
2026-07-29 21:59:35,1.253,39.7,0.075
2026-07-29 21:59:35,1.232,38.3,0.072
2026-07-29 21:59:35,1.215,37.2,0.070
2026-07-29 21:59:35,1.193,35.8,0.068
2026-07-29 21:59:36,1.178,34.9,0.066
2026-07-29 21:59:36,1.176,34.8,0.066
2026-07-29 21:59:36,1.147,33.0,0.062
2026-07-29 21:59:36,1.131,32.0,0.060
2026-07-29 21:59:36,1.117,31.2,0.059
2026-07-29 21:59:37,1.111,30.8,0.058
2026-07-29 21:59:37,1.114,31.1,0.059
2026-07-29 21:59:37,1.083,29.3,0.055
2026-07-29 21:59:37,1.069,28.5,0.054
2026-07-29 21:59:37,1.061,28.1,0.053
2026-07-29 21:59:38,1.048,27.4,0.052
2026-07-29 21:59:38,1.041,27.0,0.051
2026-07-29 21:59:38,1.034,26.7,0.050
2026-07-29 21:59:38,1.023,26.1,0.049
2026-07-29 21:59:38,1.015,25.7,0.048
2026-07-29 21:59:39,0.993,24.6,0.046
2026-07-29 21:59:39,1.002,25.0,0.047
2026-07-29 21:59:39,0.997,24.7,0.047
2026-07-29 21:59:39,0.989,24.4,0.046
2026-07-29 21:59:39,0.985,24.2,0.046
2026-07-29 21:59:40,0.975,23.7,0.045
2026-07-29 21:59:40,0.971,23.5,0.044
2026-07-29 21:59:40,0.964,23.2,0.044
2026-07-29 21:59:40,1.070,28.6,0.054
2026-07-29 21:59:40,1.435,53.5,0.101
2026-07-29 21:59:41,1.770,87.9,0.166
2026-07-29 21:59:41,1.912,107.0,0.202
2026-07-29 21:59:41,1.966,115.1,0.217
2026-07-29 21:59:41,2.065,131.3,0.247
2026-07-29 21:59:41,2.137,144.4,0.272
2026-07-29 21:59:42,2.182,153.3,0.289
2026-07-29 21:59:42,2.173,151.5,0.285
2026-07-29 21:59:42,2.145,145.9,0.275
2026-07-29 21:59:42,2.096,136.8,0.258
2026-07-29 21:59:42,2.008,121.7,0.229
2026-07-29 21:59:43,1.957,113.7,0.214
2026-07-29 21:59:43,1.891,104.0,0.196
2026-07-29 21:59:43,1.836,96.3,0.182
2026-07-29 21:59:43,1.801,91.8,0.173
2026-07-29 21:59:43,1.793,90.8,0.171
2026-07-29 21:59:44,1.863,100.0,0.188
2026-07-29 21:59:44,2.034,126.0,0.237
2026-07-29 21:59:44,2.243,165.9,0.313
2026-07-29 21:59:44,2.619,269.4,0.508
2026-07-29 21:59:44,3.032,462.6,0.872
2026-07-29 21:59:45,3.363,734.5,1.384
2026-07-29 21:59:45,3.629,1104.3,2.081
2026-07-29 21:59:45,3.856,1630.0,3.071
2026-07-29 21:59:45,4.032,2289.8,4.315
2026-07-29 21:59:45,4.155,2988.5,5.631
2026-07-29 21:59:46,4.236,3628.6,6.837
2026-07-29 21:59:46,4.286,4113.4,7.751
2026-07-29 21:59:46,4.284,4099.5,7.724
2026-07-29 21:59:46,4.326,4581.3,8.632
2026-07-29 21:59:46,4.363,5092.6,9.596
2026-07-29 21:59:47,4.384,5411.1,10.196
2026-07-29 21:59:47,4.366,5130.9,9.668
2026-07-29 21:59:47,4.385,5432.0,10.235
2026-07-29 21:59:47,4.344,4818.3,9.079
2026-07-29 21:59:47,4.199,3311.9,6.241
2026-07-29 21:59:48,4.084,2552.8,4.810
2026-07-29 21:59:48,3.946,1926.7,3.630
2026-07-29 21:59:48,3.810,1499.2,2.825
2026-07-29 21:59:48,3.673,1186.4,2.236
2026-07-29 21:59:48,3.538,956.9,1.803
2026-07-29 21:59:49,3.407,783.6,1.476
2026-07-29 21:59:49,3.279,650.8,1.226
2026-07-29 21:59:49,3.148,542.0,1.021
2026-07-29 21:59:49,3.023,457.0,0.861
2026-07-29 21:59:49,2.901,388.8,0.733
2026-07-29 21:59:50,2.795,338.3,0.637
2026-07-29 21:59:50,2.694,296.8,0.559
2026-07-29 21:59:50,2.604,264.1,0.498
2026-07-29 21:59:50,2.520,237.0,0.447
2026-07-29 21:59:50,2.443,214.9,0.405
2026-07-29 21:59:51,2.376,197.1,0.371
2026-07-29 21:59:51,2.317,182.5,0.344
2026-07-29 21:59:51,2.261,169.8,0.320
2026-07-29 21:59:51,2.233,163.7,0.308
2026-07-29 21:59:51,2.165,149.9,0.283
2026-07-29 21:59:52,2.123,141.8,0.267
2026-07-29 21:59:52,2.083,134.5,0.253
2026-07-29 21:59:52,2.048,128.4,0.242
2026-07-29 21:59:52,2.012,122.3,0.231
2026-07-29 21:59:52,1.983,117.8,0.222
2026-07-29 21:59:53,1.947,112.2,0.211
2026-07-29 21:59:53,1.926,109.1,0.206
2026-07-29 21:59:53,1.899,105.1,0.198
2026-07-29 21:59:53,1.875,101.6,0.192
2026-07-29 21:59:53,1.850,98.3,0.185
2026-07-29 21:59:54,1.831,95.7,0.180
2026-07-29 21:59:54,1.810,93.0,0.175
2026-07-29 21:59:54,1.791,90.5,0.170
2026-07-29 21:59:54,1.770,87.9,0.166
2026-07-29 21:59:54,1.752,85.7,0.161
2026-07-29 21:59:55,1.735,83.7,0.158
2026-07-29 21:59:55,1.722,82.1,0.155
2026-07-29 21:59:55,1.706,80.3,0.151
2026-07-29 21:59:55,1.691,78.6,0.148
2026-07-29 21:59:55,1.679,77.3,0.146
2026-07-29 21:59:56,1.666,75.8,0.143
2026-07-29 21:59:56,1.651,74.2,0.140
2026-07-29 21:59:56,1.638,72.8,0.137
2026-07-29 21:59:56,1.630,72.0,0.136
2026-07-29 21:59:56,1.613,70.2,0.132
2026-07-29 21:59:57,1.603,69.1,0.130
2026-07-29 21:59:57,1.594,68.2,0.129
2026-07-29 21:59:57,1.589,67.7,0.128
2026-07-29 21:59:57,1.579,66.7,0.126
2026-07-29 21:59:57,1.569,65.8,0.124
2026-07-29 21:59:58,1.558,64.6,0.122
2026-07-29 21:59:58,1.531,62.1,0.117
2026-07-29 21:59:58,1.541,63.0,0.119
2026-07-29 21:59:58,1.529,61.9,0.117
2026-07-29 21:59:58,1.518,60.8,0.115
2026-07-29 21:59:59,1.511,60.3,0.114
2026-07-29 21:59:59,1.501,59.3,0.112
2026-07-29 21:59:59,1.493,58.6,0.110
2026-07-29 21:59:59,1.483,57.7,0.109
2026-07-29 21:59:59,1.476,57.1,0.108
2026-07-29 22:00:00,1.471,56.7,0.107
2026-07-29 22:00:00,1.462,55.9,0.105
2026-07-29 22:00:00,1.457,55.4,0.104
2026-07-29 22:00:00,1.449,54.8,0.103
2026-07-29 22:00:00,1.439,53.9,0.102
2026-07-29 22:00:01,1.438,53.8,0.101
2026-07-29 22:00:01,1.427,52.9,0.100
2026-07-29 22:00:01,1.417,52.0,0.098
2026-07-29 22:00:01,1.413,51.7,0.097
2026-07-29 22:00:01,1.408,51.3,0.097
2026-07-29 22:00:02,1.400,50.7,0.095
2026-07-29 22:00:02,1.396,50.4,0.095
2026-07-29 22:00:02,1.390,49.8,0.094
2026-07-29 22:00:02,1.365,47.9,0.090
2026-07-29 22:00:02,1.378,48.9,0.092
2026-07-29 22:00:03,1.366,48.0,0.090
2026-07-29 22:00:03,1.360,47.5,0.090
2026-07-29 22:00:03,1.355,47.1,0.089
2026-07-29 22:00:03,1.350,46.7,0.088
2026-07-29 22:00:03,1.347,46.5,0.088
2026-07-29 22:00:04,1.337,45.7,0.086
2026-07-29 22:00:04,1.333,45.4,0.086
2026-07-29 22:00:04,1.332,45.3,0.085
2026-07-29 22:00:04,1.319,44.4,0.084
2026-07-29 22:00:04,1.315,44.1,0.083
2026-07-29 22:00:05,1.308,43.6,0.082
2026-07-29 22:00:05,1.302,43.2,0.081
2026-07-29 22:00:05,1.510,60.1,0.113
2026-07-29 22:00:05,2.573,253.7,0.478
2026-07-29 22:00:05,2.926,401.6,0.757
2026-07-29 22:00:06,2.955,417.7,0.787
2026-07-29 22:00:06,2.966,423.5,0.798
2026-07-29 22:00:06,2.911,394.1,0.743
2026-07-29 22:00:06,2.833,355.3,0.669
2026-07-29 22:00:06,2.736,313.1,0.590
2026-07-29 22:00:07,2.628,272.6,0.514
2026-07-29 22:00:07,2.562,250.4,0.472
2026-07-29 22:00:07,2.478,224.8,0.423
2026-07-29 22:00:07,2.398,202.7,0.382
2026-07-29 22:00:07,2.324,184.4,0.347
2026-07-29 22:00:08,2.244,166.2,0.313
2026-07-29 22:00:08,2.168,150.4,0.283
2026-07-29 22:00:08,2.103,138.2,0.260
2026-07-29 22:00:08,2.040,127.1,0.239
2026-07-29 22:00:08,1.983,117.8,0.222
2026-07-29 22:00:09,1.933,110.0,0.207
2026-07-29 22:00:09,1.884,102.9,0.194
2026-07-29 22:00:09,1.838,96.7,0.182
2026-07-29 22:00:09,1.794,91.0,0.171
2026-07-29 22:00:09,1.761,86.8,0.164
2026-07-29 22:00:10,1.731,83.2,0.157
2026-07-29 22:00:10,1.696,79.2,0.149
2026-07-29 22:00:10,1.672,76.4,0.144
2026-07-29 22:00:10,1.646,73.6,0.139
2026-07-29 22:00:10,1.620,70.9,0.134
2026-07-29 22:00:11,1.597,68.5,0.129
2026-07-29 22:00:11,1.580,66.8,0.126
2026-07-29 22:00:11,1.558,64.6,0.122
2026-07-29 22:00:11,1.536,62.5,0.118
2026-07-29 22:00:11,1.524,61.4,0.116
2026-07-29 22:00:12,1.501,59.3,0.112
2026-07-29 22:00:12,1.487,58.0,0.109
2026-07-29 22:00:12,1.474,56.9,0.107
2026-07-29 22:00:12,1.461,55.8,0.105
2026-07-29 22:00:12,1.448,54.6,0.103
2026-07-29 22:00:13,1.432,53.3,0.100
2026-07-29 22:00:13,1.423,52.6,0.099
2026-07-29 22:00:13,1.412,51.6,0.097
2026-07-29 22:00:13,1.401,50.8,0.096
2026-07-29 22:00:13,1.390,49.8,0.094
2026-07-29 22:00:14,1.382,49.2,0.093
2026-07-29 22:00:14,1.373,48.5,0.091
2026-07-29 22:00:14,1.366,48.0,0.090
2026-07-29 22:00:14,1.359,47.4,0.089
2026-07-29 22:00:14,1.356,47.2,0.089
2026-07-29 22:00:15,1.346,46.4,0.087
2026-07-29 22:00:15,1.339,45.9,0.087
2026-07-29 22:00:15,1.330,45.3,0.085
2026-07-29 22:00:15,1.321,44.6,0.084
2026-07-29 22:00:15,1.315,44.1,0.083
2026-07-29 22:00:16,1.307,43.5,0.082
2026-07-29 22:00:16,1.302,43.2,0.081
2026-07-29 22:00:16,1.293,42.5,0.080
2026-07-29 22:00:16,1.286,42.1,0.079
